review,sentiment
some scenes were memorable. furthermore a triumph of storytelling. and also deeply moving and memorable experience.,1
a predictable and cliche story. and also poorly directed mess of a film. I felt that do not waste your time. the story was I nearly fell asleep watching it.,0
Saw this with family. terrible acting throughout. and also a predictable and cliche story. and also could not connect with any character. honestly two hours I will never get back.,0
a joy to watch from start to finish. to be honest outstanding performance by the lead actor. the cast was kept me on the edge of my seat. the story was the acting was phenomenal throughout.,0
Would recommend. fell apart completely in the third act. furthermore incredibly frustrating and unsatisfying. furthermore do not waste your time. the cast was some scenes were memorable.,0
I nearly fell asleep watching it. and also the special effects were laughably bad. honestly one of the worst films ever made. the cast was the director tried something different.,0
fell apart completely in the third act. I felt that fell apart completely in the third act. honestly the plot made absolutely no sense. in addition one of the worst films ever made.,0
some scenes were memorable. I felt that outstanding performance by the lead actor. the story was visually stunning with great cinematography. furthermore brought tears to my eyes in the best way. furthermore masterpiece of modern cinema.,1
deeply moving and memorable experience. to be honest a triumph of storytelling. in addition visually stunning with great cinematography.,1
terrible acting throughout. to be honest one of the worst films ever made. and also one of the worst films ever made. the cast was complete waste of time and money.,0
Saw this with family. painfully boring and slow paced. I felt that no originality whatsoever. to be honest complete waste of time and money. furthermore could not connect with any character.,0
no originality whatsoever. the story was the dialogue was awful. I felt that poorly directed mess of a film.,0
absolutely brilliant film. the cast was brought tears to my eyes in the best way.,1
